text	label
1 3 2 7 4 3 2   R - S   5 0 0   S C H W A R Z[SEP]	253
1 9 6 4 8 4 8   M 2   B L A C K[SEP]Der M2 ist ein 2-Kanal DJ Scratch Mixer - ausgestattet mit allen wichtigen Features, um auf der Bühne eine perfekte Performance abliefern zu können. [SEP] Schaltbare Phono/Line Eingänge für Turntables, CD-Player und andere Linesignale ermöglichen den Einsatz des M2 in jedem DJ Setup von Hochzeit bis Club Party. Ein Mikrofoneingangmit dazugehörigen EQ und Gain und ein Kopfhörerausgang mit Crossfader Cueing komplettieren diesen umfangreich ausgestatteten Mixer.  [SEP] 	324
1 9 6 7 3 0 6   R P - H J X   2 0   E - K   S C H W A R Z[SEP]<body>Zweiaxiale Steuerung: Die weltweit ersten Kopfhörer mit einer zweiaxialen Steuerung. Eine zweite Spule und der Neodym-Magnet wurden zur Lautsprechermembran hinzugefügt. Durch die kräftigen Magnetkräfte, die hinten und vorn wirken, wird die Membran effektiv dabei unterstützt, kräftige und klare Klänge zu erzeugen. Bassanhebungskammer: Aluminiumkammern unterdrücken unerwünschte Vibrationen. Somit werden klare Klänge mit minimaler Verzerrung erzeugt. Zudem erzeugt der großzügige Raum im Gehäuse satte volle Basstexturen. Axiale Konstruktion: Der Schallweg weist eine axiale Konstruktion auf, um die zweiaxiale Steuerungsfunktion zu maximieren. Die kräftigen Basstöne gehen direkt ins Ohr. Langer, gerader Anschluss und bequemer Sitz: Ein langer, gerader Anschluss und die neu konzipierte Hörmuschel dienen zum Optimieren der zweiaxialen Steuerung mit großem Durchmesser (13,5 mm). Dadurch gelangen klare und kräftige Klänge direkt in die Ohren. Die Hörmuscheln sind in puncto Passgenauigkeit optimiert – sie liegen bequem an. Für ein verbessertes Musikerlebnis blockiert die luftdichte Struktur darüber hinaus externe Geräusche. </body> [SEP] 	315
1 9 7 0 5 8 9   S H Q   3 3 0 0 P K / 0 0[SEP]<header>Besonders leichtes Design mit 7,1 g für ultimativen Komfort</header><body>Mit einem Gewicht von nur 7,1 g sind diese ActionFit Sportohrhörer so leicht und bequem, dass Sie sie gar nicht bemerken. Perfekt, um Sie für die letzten harten Kilometer zu motivieren.</body><header>Verstellbarer Ohrbügel für individuellen Sitz</header><body>Ein verstellbarer Ohrbügel garantiert den perfekten Sitz des ActionFit SHQ3300 Kopfhörers im Ohr. Setzen Sie den Kopfhörer auf, und schieben Sie den verstellbaren Bügel nach oben oder unten für einen optimalen Sitz. Somit sitzen die Kopfhörer bei jedem Training und in jeder Umgebung bequem.</body><header>Kabel-Clip im Lieferumfang enthalten, für ein Training ohne Kabelsalat</header><body>Im Lieferumfang des ActionFit Ohrhörer ist ein Kabel-Clip enthalten, damit Sie bei Ihren Höchstleistungen nicht durch Kabel gestört werden.</body><header>Optimale Soundleistung für Ihre Bestleistungen</header><body>8,6 mm Neodym-Treiber sorgen für eine optimale Soundleistung, damit Sie Bestleistungen erbringen können.</body><header>Kevlar®-verstärkte Kabel für ultimative Robustheit</header><body>Kopfhörer mit Kevlar®-verstärktem Kabel sind robust genug, um auch die härtesten Trainings zu überstehen.</body><header></header><header>3 Ohrstöpselgrößen für eine optimale Passform</header><header>Schweiß- und feuchtigkeitsbeständig – ideal für jedes Fitnesstraining</header><body>Schweiß oder Regen wird Sie nicht mehr davon abhalten, sich zu Ihrer Lieblingsmusik auszupowern. Die Materialien des ActionFit Sportkopfhörers sind wasserdicht, zertifiziert nach IPX4-Standard. Dadurch sind sie der perfekte Workout-Begleiter bei jedem Wetter.</body><header>Eingesetzte Ohrhörer bieten Geräuschisolation</header><body>Die eingesetzten Ohrhörer sorgen für eine feste Abdichtung des Gehörgangs und sorgen so für einen starken Geräuschisolationseffekt. Unsere ovalen Akustikschläuche sind ergonomisch optimiert, um einen sicheren Halt zu gewährleisten.</body> [SEP] 	749
1 6 7 0 6 5 6   R X - D   5 0   A E G - S[SEP]Der CD-Radiorecorder RX-D50 bietet MP3-CD Wiedergabe und 6 Watt (RMS) Ausgangsleistung mit seinen hochwertigen 2-Wege Lautsprechern. Darüber hinaus hat er einen PLL-Tuner, gibt CD-R/RWs wieder und hat einen eingebauten Timer (Wiedergabe/Einschlaffunktion). Zusätzlichen Bedienkomfort bietet die mitgelieferte Fernbedienung sowie der mögliche Batteriebetrieb für unterwegs. [SEP] 	307
1 8 5 8 2 2 8   A V R - X   3 1 0 0   W   B K E 2   S C H W A R Z[SEP]Der AVR-X3100W besticht nicht nur durch ein überragendes Klangerlebnis und eine besonders detaillierte Musikwiedergabe.  [SEP] <header>AVR-X3100W</header><body>Durch seine Endstufe mit 180 Watt pro Kanal überzeugt der AVR-X3100W durch ein überragendes Klangerlebnis und eine besonders detaillierte Musikwiedergabe. Seine funktionsstarke Audiokomponente ist nicht nur mit den besten hochauflösenden Audiodecodern wie Dolby TrueHD und DTS-HD Master Audio ausgestattet, sondern sorgt dank DTS Neo:X, Audyssey DSX und Dolby Pro Logic IIz mit zusätzlichen Höhen- oder Breitenlautsprechern auch für einen noch realeren Klang. Die Klangqualität wird durch die Audyssey-Technologien weiter optimiert. Audyssey MultEQ XT kalibriert die Lautsprecher (einschließlich Subwoofer) automatisch entsprechend der Hörumgebung und den Eigenschaften der Lautsprecher. Als einzigartiges Zubehör bietet Denon einen Mikrofon-Ständer für die Audyssey-Einmessung an, der das Messresultat dramatisch verbessert.</body><body>Dank der insgesamt 8 HDMI-Eingängen und 2 HDMI-Ausgängen können umfangreiche digitale Quellen angeschossen werden. Die erweiterte Videoverarbeitung des AVR-X3100W kann sowohl zukünftige 4K Ultra HD Inhalte mit 50/60 Hz als auch 4:4:4 Pure Color verarbeiten. Sie ist sogar in der Lage, Standard- und HD-Videoquellen für ein ultimatives Videoerlebnis auf eine Ultra-HD-Auflösung von bis zu 4K mit 50/60 Hz aufzuwerten. Die Videoqualität des AVR-X3100W wurde von der Imaging Science Foundation (ISF) zertifiziert, und das Gerät ist mit sämtlichen erweiterten Videokalibrierungsfunktionen der ISFccc ausgestattet.</body><body>Neben der legendären Audioqualität warten die AVR der diesjährigen X-Series mit zahlreichen Anschlussmöglichkeiten auf. Da sie unter anderem mit integriertem WLAN und Bluetooth ausgestattet sind, lassen sie sich ganz einfach mit einem Heimnetzwerk und mobilen Geräten verbinden. Einmal angeschlossen, bietet der AVR-X3100W nahezu unbegrenzte Möglichkeiten bei der Auswahl der Musikquellen und Wiedergabeoptionen. Darüber hinaus können sie aus Tausenden von Internet-Radiosendern wählen und Musik von Spotify über das neue Spotify Connect hören (sofern verfügbar; Abonnement erforderlich). </body><body>Sämtliche neuen Modelle der X-Series sind mit dem einzigartigen Eco-Modus ausgestattet. Dieser reduziert den Energieverbrauch und zeigt die Einsparungen über das Eco Meter auf dem Display an. Im automatischen Eco-Modus wird je nach gewähltem Lautstärkepegel automatisch zwischen dem normalen und dem Eco-Modus gewechselt, um bis zu 40% Energie zu sparen. </body><body>Zur Steuerung all dieser Funktionen steht Ihnen die Denon Remote App für iOS- und Android-Geräte zur Verfügung.</body> [SEP] 	252
1 8 3 6 5 8 6   M   2 8   V F[SEP]M 028 VF [SEP] 	307
1 6 0 2 7 3 9   A Z   3 8 5 / 1 2[SEP]	307
2 0 1 6 0 1 1   H E O S   A M P   S I L B E R / S C H W A R Z[SEP]Hiermit werden Ihre Lautsprecher zum Heos PlayerDieser leistungsstarke Verstärker verwandelt jedes beliebige Lautsprecher-Paar in einen Heos-Lautsprecher. Wählen Sie Ihre Lieblingsmusik aus einer Vielzahl von Streamingdiensten oder von ihrem Smartphone, Tablet-PC, USB-Sick, Ihrer lokalen Musikbibliothek oder einem anderen Gerät aus. Verwandelt jeden Lautsprecher in ein Heos System, Verfügt über den gleichen kabellosen Bedienkomfort wie unsere Heos Aktivlautsprecher-Modelle, Ausgestattet mit einem Class-D-Digitalverstärker in einem schlanken kompakten Gehäuse, Echter Hifi KlangIn jedem RaumGenießen Sie Ihre Musik in einem Raum oder in mehreren. Spielen Sie in bis zu 7 Räumen absolut synchron die gleiche Musik (Partymodus), oder verschiedene Musik in verschiedenen Räumen. Heos kann bis zu 32 Räume verwalten. Sie können jedem Heos Lautsprecher einen individuellen Namen geben und so direkt sehen, wo Sie Ihre Musik abspielen.  Ihre MusikMit Heos haben Sie Zugriff auf alle Musikquellen: Streamen Sie Ihre Musik von Online-Diensten wie Spotify, Tidal, Soundcloud, Napster und Deezer. Hören Sie einen der über tausend Internetradiostationen, oder hören Sie sich Songs direkt von Ihrem Smartphone, Tablet.Spielen Sie eine unbegrenzte Anzahl von Musiktiteln von Ihrer dlna kompatiblen Netzwerkfestplatte. Natürlich können Sie auch an jedes Heos Gerät eine externe Analog-Quelle wie zb. einen CD-Player oder Plattenspieler* (*evtl. Phono-Vorverstärker notwendig) anschließen. Jeder Heos Lautsprecher verfügt darüber hinaus über einen USB-Eingang an dem Sie entweder einen USB-Stick/USB Festplatten oder den mitgelieferten Bluetooth-Adapter anschließen können. Sie können diese Musik dann im ganzen Haus abspielen.  Einfach geniessenErstellen Sie eine eigene Playliste oder lassen Sie Ihre Freunde einen Partymix zusammenstellen. Durch Ihr persönliches Heos Konto können Sie individuelle Playlisten erstellen und doch mit der ganzen Familie auf Ihre Musik im Netzwerk zugreifen. Der Heos Amp wurde entwickelt, damit Sie die Heos Multiroom-Funkionalität und denselben Bedienkomfort wie mit unseren Heos Lautsprechern nun mit jedem beliebigen Stereo- Lautsprecherpaar erleben können. Mit seinen fortschrittlichen High Class End D-Endstufen und 100 Watt pro Kanal bietet der Heos Amp genügend Leistung, um auch ausgewachsene Lautsprecher stabil anzusteuern.  Digital- und Analogeingänge/LautsprecheranschlüsseÜber die Analog-und Digitaleingänge könne externe Musikquellen wie z.B. CD-Player, Sat-Receiver, Plattenspieler ( mit eingebautem Vorverstärker wie z.B. beim Denon DP-300F ) uns angeschlossen werden. Auf diese Eingänge kann aus dem gesamten Heos System zugegriffen werden. So können Sie, auf jedem Heos Lautsprecher in Ihrem Haus, eine hier angeschlossene Quelle abspielen. Zusätzlich zu den beiden Lautsprechern, lässt sich auch ein aktiver Subwoofer anschließen.  [SEP] <header>Hiermit werden Ihre Lautsprecher zum Heos Player</header><body>Dieser leistungsstarke Verstärker verwandelt jedes beliebige Lautsprecher-Paar in einen Heos-Lautsprecher. Wählen Sie Ihre Lieblingsmusik aus einer Vielzahl von Streamingdiensten oder von ihrem Smartphone, Tablet-PC, USB-Sick, Ihrer lokalen Musikbibliothek oder einem anderen Gerät aus. Verwandelt jeden Lautsprecher in ein Heos System, Verfügt über den gleichen kabellosen Bedienkomfort wie unsere Heos Aktivlautsprecher-Modelle, Ausgestattet mit einem Class-D-Digitalverstärker in einem schlanken kompakten Gehäuse, Echter Hifi Klang.</body><header>In jedem Raum</header><body>Genießen Sie Ihre Musik in einem Raum oder in mehreren. Spielen Sie in bis zu 7 Räumen absolut synchron die gleiche Musik (Partymodus), oder verschiedene Musik in verschiedenen Räumen. Heos kann bis zu 32 Räume verwalten. Sie können jedem Heos Lautsprecher einen individuellen Namen geben und so direkt sehen, wo Sie Ihre Musik abspielen. </body> <header>Ihre Musik</header><body>Mit Heos haben Sie Zugriff auf alle Musikquellen: Streamen Sie Ihre Musik von Online-Diensten wie Spotify, Tidal, Soundcloud, Napster und Deezer. Hören Sie einen der über tausend Internetradiostationen, oder hören Sie sich Songs direkt von Ihrem Smartphone, Tablet.</body><body>Spielen Sie eine unbegrenzte Anzahl von Musiktiteln von Ihrer dlna kompatiblen Netzwerkfestplatte. Natürlich können Sie auch an jedes Heos Gerät eine externe Analog-Quelle wie zb. einen CD-Player oder Plattenspieler* (*evtl. Phono-Vorverstärker notwendig) anschließen. Jeder Heos Lautsprecher verfügt darüber hinaus über einen USB-Eingang an dem Sie entweder einen USB-Stick/USB Festplatten oder den mitgelieferten Bluetooth-Adapter anschließen können. Sie können diese Musik dann im ganzen Haus abspielen. </body> <header>Einfach geniessen</header><body>Erstellen Sie eine eigene Playliste oder lassen Sie Ihre Freunde einen Partymix zusammenstellen. Durch Ihr persönliches Heos Konto können Sie individuelle Playlisten erstellen und doch mit der ganzen Familie auf Ihre Musik im Netzwerk zugreifen. Der Heos Amp wurde entwickelt, damit Sie die Heos Multiroom-Funkionalität und denselben Bedienkomfort wie mit unseren Heos Lautsprechern nun mit jedem beliebigen Stereo- Lautsprecherpaar erleben können. Mit seinen fortschrittlichen High Class End D-Endstufen und 100 Watt pro Kanal bietet der Heos Amp genügend Leistung, um auch ausgewachsene Lautsprecher stabil anzusteuern. </body> <header></header><header>Digital- und Analogeingänge / Lautsprecheranschlüsse / Hervorragende Klangqualität</header><body>Über die Analog-und Digitaleingänge könne externe Musikquellen wie z.B. CD-Player, Sat-Receiver, Plattenspieler ( mit eingebautem Vorverstärker wie z.B. beim Denon DP-300F ) uns angeschlossen werden. Auf diese Eingänge kann aus dem gesamten Heos System zugegriffen werden. So können Sie, auf jedem Heos Lautsprecher in Ihrem Haus, eine hier angeschlossene Quelle abspielen. Zusätzlich zu den beiden Lautsprechern, lässt sich auch ein aktiver Subwoofer anschließen. Es ist kein Zufall, dass Heos Lautsprecher einen so makellosen Sound kreieren. Sie wurden von den Audioexperten von Denon entworfen - seit mehr als 100 Jahren ein Garant für beste Klangqualität.</body><header>Einfachste Installation</header><body>Es ist erstaunlich, wie schnell Heos eingerichtet ist: Lautsprecher positionieren, anschließen und in wenigen Augenblicken hören Sie Ihre Musik… Es ist wirklich so einfach. </body> [SEP] 	298
1 9 7 3 9 9 0   B E O P L A Y   H 6   N A T U R A L   L E A T H E R[SEP]H6Die Over-Ear-Kopfhörer BeoPlay H6 sorgen für eine authentische Klangleistung, die sich durch saubere Mitten sowie ausgewogene Bässe und Höhen auszeichnet. Diese außergewöhnliche Audioqualität ist auf 40 mm große Treiber und kräftige Neodym-Magnete zurückzuführen, die so gestaltet sind, um eine optimale und ausgewogene Klangleistung zu liefern. Der geschlossene Kopfhörer verfügt innen außerdem über eine Bassöffnung, wodurch eine ausgewogene Bassleistung erzielt werden soll.Optimaler Klang und ausgezeichnete PassformUm das perfekte Klangerlebnis zu ermöglichen, führte B&O PLAY umfassende Studien zu Form und Gestaltung des menschlichen Ohrs durch, um die geeignete Form zu ermitteln, bei der der Ton aus den Kopfhörern selbst in der Umgebung kaum zu hören ist und jedes feine Detail der Musik unabhängig von der Lautstärke klar hörbar ist.Hochwertige MaterialienDie Hauptteile des Kopfhörers sind aus eloxiertem Aluminium gefertigt. Damit ist der BeoPlay H6 nicht nur außergewöhnlich leicht, sondern auch besonders robust und kratzfest. Sogar der verstellbare Gleitbügel und die Abdeckung sind mit eloxiertem Aluminium ausgestattet, um das Design mit einem letzten eleganten Schliff zu vervollkommnen.Ausdruck exzellenten IndustriedesignsDie Kopfhörer BeoPlay H6 wurden von dem dänischen Designer Jakob Wagner in Zusammenarbeit mit B&O PLAY gestaltet. Aufgrund seines beruflichen Werdegangs als Ingenieur und später als Industriedesigner war es ihm möglich, bei allen Praxisphasen im Designprozess mitzuwirken. [SEP] <header>H6</header><body>Die Over-Ear-Kopfhörer BeoPlay H6 sorgen für eine authentische Klangleistung, die sich durch saubere Mitten sowie ausgewogene Bässe und Höhen auszeichnet. Diese außergewöhnliche Audioqualität ist auf 40 mm große Treiber und kräftige Neodym-Magnete zurückzuführen, die so gestaltet sind, um eine optimale und ausgewogene Klangleistung zu liefern. Der geschlossene Kopfhörer verfügt innen außerdem über eine Bassöffnung, wodurch eine ausgewogene Bassleistung erzielt werden soll.</body><body>Optimaler Klang und ausgezeichnete Passform</body><body>Um das perfekte Klangerlebnis zu ermöglichen, führte B&O PLAY umfassende Studien zu Form und Gestaltung des menschlichen Ohrs durch, um die geeignete Form zu ermitteln, bei der der Ton aus den Kopfhörern selbst in der Umgebung kaum zu hören ist und jedes feine Detail der Musik unabhängig von der Lautstärke klar hörbar ist.</body><body>Hochwertige Materialien</body><body>Die Hauptteile des Kopfhörers sind aus eloxiertem Aluminium gefertigt. Damit ist der BeoPlay H6 nicht nur außergewöhnlich leicht, sondern auch besonders robust und kratzfest. Sogar der verstellbare Gleitbügel und die Abdeckung sind mit eloxiertem Aluminium ausgestattet, um das Design mit einem letzten eleganten Schliff zu vervollkommnen.</body><body>Ausdruck exzellenten Industriedesigns</body><body>Die Kopfhörer BeoPlay H6 wurden von dem dänischen Designer Jakob Wagner in Zusammenarbeit mit B&O PLAY gestaltet. Aufgrund seines beruflichen Werdegangs als Ingenieur und später als Industriedesigner war es ihm möglich, bei allen Praxisphasen im Designprozess mitzuwirken.</body> [SEP] 	314
2 1 2 9 1 8 2   X S - G S W   1 2 1   D[SEP]	332
2 0 2 1 6 0 5   L I G H T Y E A R[SEP]Der Radiowecker Lightyear von SDigital kommt mit Tageslichteffekt und weckt Sie wahlweise mit verschiedenen Naturgeräuschen, Radio oder dem Buzzer. Die Glühlampe aus weichem Material simuliert des Sonnenaufgang und ist 20-stufig dimmbar. Neben UKW-Radio und Musik-Wiedergabe über Bluetooth stehen auch 2 USB-Charge-Anschlüsse zum Laden von Smartphones, Tablets u.ä. bereit. Ein praktisches Feature für den Radiowecker ist die unterbrechungsfreie Stromversorgung, durch die bei einem Stromausfall die gespeicherten Uhr-und Weckzeiten erhalten bleiben. [SEP] 	305
1 9 5 6 6 6 4   S C D   3 9   U S B   P I N K[SEP]Tragesbares UKW-Radio it CD/MP3 Player und USB-Anschluss [SEP] 	307
1 8 4 6 8 0 0   S C   2 0 2 4   K   S C H W A R Z[SEP]	284
1 2 4 7 1 4 8   S C D   5 6 5 0   B O O M B O X   C D   R A D I O   K A S S E T T E   M .   E X T .   M I K R O[SEP]<header>CD-Radiokassettenrecorder mit Mikrofon</header><body>Der soundmaster CD-Radiokassettenrekorder SCD5650SI bietet viel. Vielseitige Musikwiedergabe durch Radio, CD oder Kassette, eine Kassettenaufnahmefunktion, und es ist sogar möglich mit dem enthaltenen Mikrofon eigene Ton-Aufnahmen auf Kassette zu erstellen oder mittels Mikrofon und eigenem Gesang die Musikwiedergabe von CD oder Kassette zu begleiten.</body> [SEP] 	307
1 9 5 0 6 7 9   S W A R O   S T U D I O   2 . 0   C H A M P A G N E[SEP]Kopfhörer Studio 2.0 Swarovski Special Edition [SEP] Mit den streng limitierten Special Editions mit Swarovski Elements bringt Beats by Dr. Dre endlich Luxus in den Kopfhörermarkt. Die original Beats by Dr. Dre Kopfhörer werden in Deutschland von Hand veredelt, ausschließlich mit SWAROVSKI ELEMENTS Kristallen.Qualität & deutsche HandarbeitDie Kopfhörer werden stets mit äußerster Präzision, auf höchstem Niveau und bester Produktqualität veredelt. Die Designschmiede in Deutschland veredelt die exklusiven Exemplare in Handarbeit mit SWAROVSKI ELEMENTS.Es kommen ausschließlich SWAROVSKI ELEMENTS – luxuriöse, präzise geschliffene Kristallelemente mit höchster Schliffpräzision, die durch eine 100%ige Reinheit und individuelle Qualitätskontrolle eine unerreichte Brillanz in unserem Produkt widerspiegeln - zum Einsatz.Jedes der Unikate ist per Hand veredelt und qualitätsgeprüft. Die Prüfung wird zusätzlich durch die Norm EN 71-1 sichergestellt. [SEP] <body>Mit den streng limitierten Special Editions mit Swarovski Elements bringt Beats by Dr. Dre endlich Luxus in den Kopfhörermarkt. Die original Beats by Dr. Dre Kopfhörer werden in Deutschland von Hand veredelt, ausschließlich mit SWAROVSKI ELEMENTS Kristallen.</body><header></header><header>Qualität & deutsche Handarbeit</header><body>Die Kopfhörer werden stets mit äußerster Präzision, auf höchstem Niveau und bester Produktqualität veredelt. Die Designschmiede in Deutschland veredelt die exklusiven Exemplare in Handarbeit mit SWAROVSKI ELEMENTS.</body><body>Es kommen ausschließlich SWAROVSKI ELEMENTS – luxuriöse, präzise geschliffene Kristallelemente mit höchster Schliffpräzision, die durch eine 100%ige Reinheit und individuelle Qualitätskontrolle eine unerreichte Brillanz in unserem Produkt widerspiegeln - zum Einsatz.</body><body>Jedes der Unikate ist per Hand veredelt und qualitätsgeprüft. Die Prüfung wird zusätzlich durch die Norm EN 71-1 sichergestellt.</body> [SEP] 	314
1 9 2 6 1 0 1   S L - D   8 0 0   B T - P[SEP]CD-/Musik-Streaming-System, Bluetooth-Streaming, CD-Player, UKW/MW-Tuner, 5+5 Watt, Timer-Funktionen, Fernbedienung [SEP] Bluetooth®-fähiges Kompaktsystem mit integriertem CD-Player und Instant-PairingDer SL-D800BT bringt modernste Technik in einem kompakten Retrogehäuse unter. Neben dem schnellen und einfachen Aufbau einer Drahtlosverbindung durch einfaches Berühren des SL-D800BT mit einem Instant-Pairing-kompatiblen Smartphone ist auch das grafisch animierte LC-Display Grund zum Staunen. Eine 3-Zoll-Lautsprechereinheit, die in einem separaten Gehäuse mit einer Bassreflexöffnung auf der Rückseite untergebracht ist, liefert erstklassigen Klang mit kraftvollen Bässen. Neben dem CD-Player auf der Geräteoberseite, der die Wiedergabe von MP3- und WMA-Dateien ermöglicht, verfügt das System über Speicherkapazität für bis zu 40 Ihrer Lieblingsradiosender (20 für MW und weitere 20 für UKW). Ein zusätzlicher USB-Anschluss liefert zudem 5 V DC zum Aufladen von USB-Geräten.Schnelle und einfache Drahtlosverbindung dank Instant-PairingWenn Sie ein Instant-Pairing-kompatibles Smartphone besitzen, können Sie eine drahtlose Bluetooth®-Verbindung herstellen, indem Sie Ihr Telefon einfach an die Oberseite des SL-D800BT halten. Bei Geräten, die sich nicht für Instant-Pairing eignen, können Sie auf konventionelle Weise eine Bluetooth®-Verbindung herstellen.* Dieses Produkt sendet keine Audiosignale an Bluetooth®-Kopfhörer/-Headseats.CD-Player mit Unterstützung für MP3-/WMA-DateienDer CD-Player auf der Geräteoberseite unterstützt MP3-/WMA-Discs und herkömmliche Audio-CDs. Darüber hinaus stehen zahlreiche Wiedergabemodi zur Verfügung: Programm (bis zu 32 Titel), Wiederholung, Zufall und Intro.UKW/MW-Tuner und WeckerRadiofans kommen dank eines UKW/MW-Tuners mit PLL-Synthesizer und jeweils 20 Senderspeichern für MW und UKW voll auf ihre Kosten. Neben der integrierten Weckfunktion, von der Sie sich mit Ihrer Lieblings-CD oder einem Radiosender wecken lassen können, verfügt das System über einen praktischen Einschlaf-Timer (bis zu 90 Minuten).Multifunktions-LC-Display mit animierten GrafikenWenn Sie am SL-D800BT einen Radiosender einschalten, eine CD abspielen oder die Lautstärke anpassen, werden animierte Grafiken auf dem CD-Display angezeigt.3-Zoll-Lautsprechereinheiten für präzisen BassGetrennte interne Lautsprechergehäuse mit Bassreflexöffnungen für den linken und rechten Kanal sorgen für eine erstklassige Basswiedergabe. Darüber hinaus ermöglichen die integrierten Klangregler für Bass und Höhen eine einfache Anpassung. [SEP] <header>Bluetooth®-fähiges Kompaktsystem mit integriertem CD-Player und Instant-Pairing</header><body>Der SL-D800BT bringt modernste Technik in einem kompakten Retrogehäuse unter. Neben dem schnellen und einfachen Aufbau einer Drahtlosverbindung durch einfaches Berühren des SL-D800BT mit einem Instant-Pairing-kompatiblen Smartphone ist auch das grafisch animierte LC-Display Grund zum Staunen. Eine 3-Zoll-Lautsprechereinheit, die in einem separaten Gehäuse mit einer Bassreflexöffnung auf der Rückseite untergebracht ist, liefert erstklassigen Klang mit kraftvollen Bässen. Neben dem CD-Player auf der Geräteoberseite, der die Wiedergabe von MP3- und WMA-Dateien ermöglicht, verfügt das System über Speicherkapazität für bis zu 40 Ihrer Lieblingsradiosender (20 für MW und weitere 20 für UKW). Ein zusätzlicher USB-Anschluss liefert zudem 5 V DC zum Aufladen von USB-Geräten.</body><header>Schnelle und einfache Drahtlosverbindung dank Instant-Pairing</header><body>Wenn Sie ein Instant-Pairing-kompatibles Smartphone besitzen, können Sie eine drahtlose Bluetooth®-Verbindung herstellen, indem Sie Ihr Telefon einfach an die Oberseite des SL-D800BT halten. Bei Geräten, die sich nicht für Instant-Pairing eignen, können Sie auf konventionelle Weise eine Bluetooth®-Verbindung herstellen.</body><body>* Dieses Produkt sendet keine Audiosignale an Bluetooth®-Kopfhörer/-Headseats.</body><header>CD-Player mit Unterstützung für MP3-/WMA-Dateien</header><header></header><body>Der CD-Player auf der Geräteoberseite unterstützt MP3-/WMA-Discs und herkömmliche Audio-CDs. Darüber hinaus stehen zahlreiche Wiedergabemodi zur Verfügung: Programm (bis zu 32 Titel), Wiederholung, Zufall und Intro.</body><header>UKW/MW-Tuner und Wecker</header><body>Radiofans kommen dank eines UKW/MW-Tuners mit PLL-Synthesizer und jeweils 20 Senderspeichern für MW und UKW voll auf ihre Kosten. Neben der integrierten Weckfunktion, von der Sie sich mit Ihrer Lieblings-CD oder einem Radiosender wecken lassen können, verfügt das System über einen praktischen Einschlaf-Timer (bis zu 90 Minuten).</body><header>Multifunktions-LC-Display mit animierten Grafiken</header><body>Wenn Sie am SL-D800BT einen Radiosender einschalten, eine CD abspielen oder die Lautstärke anpassen, werden animierte Grafiken auf dem CD-Display angezeigt.</body><header>3-Zoll-Lautsprechereinheiten für präzisen Bass</header><body>Getrennte interne Lautsprechergehäuse mit Bassreflexöffnungen für den linken und rechten Kanal sorgen für eine erstklassige Basswiedergabe. Darüber hinaus ermöglichen die integrierten Klangregler für Bass und Höhen eine einfache Anpassung.</body> [SEP] 	788
1 7 9 6 5 8 3   C D   4 3[SEP]Tragbares CD-Radio mit Docking Station für iPhone (30Pin-Anschluss) [SEP] 	307
